id,date,year,month,tier,tier_raw,outlet,title,url,eav,reach,brand,brand_raw,sentiment,source
a445a752af895ba7,2025-03-15,2025,3,T3,Tier 3,Business Outreach,Dubai Real Estate Market Surges to AED 41 Billion in February Sales,,,,betterhomes,Betterhomes,,historical_import
3af33888b58010bf,2025-03-15,2025,3,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate: Property sales surge 17% to $11.16bn in February 2025,,9500,250000,betterhomes,Betterhomes,,historical_import
76b39452790a2bd9,2025-03-15,2025,3,T1-Local,Tier 1 Local,Khaleej Times,"Dubai: New affordable housing project to serve residents across income levels, says top official",,2200,500000,betterhomes,Betterhomes,,historical_import
258e604bee4538e9,2025-03-13,2025,3,T1-Local,Tier 1 Local,Gulf News,Dubai rents: More signs emerge of rent increases slowing down,,1000,150000,betterhomes,Betterhomes,,historical_import
d581fb8f2fdcb7c1,2025-03-13,2025,3,T3,Tier 3,The Globe and Mail,FY2024 Dubai Real Estate Market Highlights: A Year of Growth and Transition,,,,betterhomes,Betterhomes,,historical_import
422264b779c6c86a,2025-03-13,2025,3,T3,Tier 3,Open PR,FY2024 Dubai Real Estate Market Highlights: A Year of Growth and Transition,,,,betterhomes,,,historical_import
35e404c06899fb88,2025-03-13,2025,3,T3,Tier 3,MEED,Dubai property market rebounds in February,,,,betterhomes,Betterhomes,,historical_import
8b77dda131329b97,2025-03-12,2025,3,T1-Local,Tier 1 Local,Khaleej Times,Dubai: Rent increases slow down as more inventory comes online,,2200,500000,betterhomes,Betterhomes,,historical_import
d8322488dd91d325,2025-03-12,2025,3,T3,Tier 3,Aaj TV News,Pakistan ranks fifth among top property buyers in Dubai,,,,betterhomes,Betterhomes,,historical_import
4e484e099c4fa110,2025-03-12,2025,3,T3,Tier 3,Pro Pakistani,Pakistan Ranks Fifth Among Top Property Buyers in Dubai,,,,betterhomes,Betterhomes,,historical_import
4a8255c647d34e29,2025-03-11,2025,3,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate: Betterhomes takes over management of DG 129 in Discovery Gardens,,9500,250000,betterhomes,Betterhomes,,historical_import
6ee731bfc601b9bb,2025-03-11,2025,3,T2,Tier 2,AGBI,Egyptians show sudden interest in Dubai property,,1000,30000,betterhomes,Betterhomes,,historical_import
59d891be7388064a,2025-03-11,2025,3,T3,Tier 3,MENAFN,Dubai’s Real Estate Boom During Ramadan: Why the Market Surges Instead of Slowing,,,,betterhomes,Betterhomes,,historical_import
5771a78fffafe05c,2025-03-10,2025,3,T2,Tier 2,Zawya,DG 129 now exclusively managed by Betterhomes,,1000,100000,betterhomes,Betterhomes,,historical_import
6e7961721a16f766,2025-03-05,2025,3,T3,Tier 3,Business Recorder,"2024: Pakistanis among top 5 buyers of real estate in Dubai, Indians top list",,,,betterhomes,Betterhomes,,historical_import
accfe4f88ed0b5a3,2025-03-03,2025,3,T3,Tier 3,The Economic Times,"Thinking of buying a property in Dubai? Consider FEMA limits, hidden costs, developers and zone-type before taking a call",,,,betterhomes,Betterhomes,,historical_import
7b1adafd01d07c1b,2025-03-03,2025,3,T3,Tier 3,MSN,"Meet the owner of Dubai's Burj Khalifa, world's tallest building? Not Sultan of UAE, Dubai king, the name is...",,,,betterhomes,Betterhomes,,historical_import
3f0746c7cce6a1c7,2025-02-27,2025,2,T2,Tier 2,Zawya,Betterhomes awarded Best Real Estate Agency in Arabia at the International Property Awards,,1000,100000,betterhomes,Betterhomes,,historical_import
9f1b26442a6cb7f4,2025-02-26,2025,2,T1-Local,Tier 1 Local,Arabian Business,"Dubai real estate: Ramadan ‘a golden window’ for property market investment, says new report",,9500,250000,betterhomes,Betterhomes,,historical_import
a49a09140010a316,2025-02-23,2025,2,T1-Local,Tier 1 Local,Khaleej Times,Dubai properties: Developers dismiss concerns around market slowdown in 2025,,2200,500000,betterhomes,Betterhomes,,historical_import
712ad8048d58fad3,2025-02-18,2025,2,T3,Tier 3,GlobalNewsWire,FY2024 Dubai Real Estate Market Highlights: A Year of Growth and Transition,,,,betterhomes,Betterhomes,,historical_import
fbfed2ae3c5f142d,2025-02-18,2025,2,T3,Tier 3,Market Insider,FY2024 Dubai Real Estate Market Highlights: A Year of Growth and Transition,,,,betterhomes,,,historical_import
0a06ea0544495540,2025-02-17,2025,2,T3,Tier 3,MSN,Dubai villa rented out for Dh15.5 million a year in emirate's largest leasing deal,,,,betterhomes,Betterhomes,,historical_import
f97ad42a264b35c6,2025-02-14,2025,2,T3,Tier 3,Economy Middle East,Dubai’s Danube Properties launches game-changing convertible 1BHK apartment at the price of a studio,,,,betterhomes,Betterhomes,,historical_import
d94be2b909b043e9,2025-02-10,2025,2,T3,Tier 3,MENAFN,Dubai's Property Market Kicks Off 2025 With A Bang: AED 35 Billion In Sales,,,,betterhomes,Betterhomes,,historical_import
80aff406721e7e6a,2025-02-10,2025,2,T3,Tier 3,MENAFN,Dubai's Realty Off To Strong Start With Dh35b First Month Sales,,,,betterhomes,Betterhomes,,historical_import
5ca8ef2ee20b60fc,2025-02-10,2025,2,T3,Tier 3,Property News Time,Dubai's property market begins 2025 with strong sales worth AED 35 billion,,,,betterhomes,Betterhomes,,historical_import
5f4d8aa18915b039,2025-02-09,2025,2,T1-Local,Tier 1 Local,Khaleej Times,Dubai’s realty off to strong start with Dh35b first month sales,,2200,500000,betterhomes,Betterhomes,,historical_import
51c13a6b70590029,2025-02-07,2025,2,T1-Local,Tier 1 Local,Arabian Business,"Dubai real estate: Average prices for apartments, townhouses and villas revealed as sales hit $9.5bn in January",,9500,250000,betterhomes,Betterhomes,,historical_import
6d80f9d34ac58522,2025-02-06,2025,2,T3,Tier 3,Property News Time,Dubai's property market set for 171% rise in completions in 2025,,,,betterhomes,Betterhomes,,historical_import
6004ed09e2de357e,2025-02-06,2025,2,T2,Tier 2,Zawya,Dubai’s property market kicks off 2025 with a bang: AED 35bln in sales,,1000,100000,betterhomes,Betterhomes,,historical_import
5968d1255c843f51,2025-02-05,2025,2,T3,Tier 3,Property News Time,Dubai Real Estate Market sets new records in 2024 with AED 423.36 Billion in sales,,,,betterhomes,Betterhomes,,historical_import
0995c926d48d7b6e,2025-02-05,2025,2,T3,Tier 3,PressReader.com,Tenants prefer lease renewals as new contracts prove costlier,,,,betterhomes,Betterhomes,,historical_import
b4a9bd486cef872e,2025-02-05,2025,2,T1-Global,Tier 1 International,The Guardian,Dubai: Buying the Dream,,9000,700000,betterhomes,Betterhomes,,historical_import
9fb81b7751f15805,2025-02-04,2025,2,T1-Local,Tier 1 Local,Khaleej Times,"Dubai: Most tenants renew leases due to high rents, but this could change; here’s why",,2200,500000,betterhomes,Betterhomes,,historical_import
2e392812b8c3d155,2025-02-03,2025,2,T1-Local,Tier 1 Local,Arabian Business,"Dubai real estate: High-end villas, luxury apartments to lead city’s rental price gains in 2025",,9500,250000,betterhomes,Betterhomes,,historical_import
de9b8f7d7b37f86c,2025-02-02,2025,2,T3,Tier 3,MENAFN,Investor Confidence Soars as Off-Plan Dominates Dubai’s Residential Real Estate Market in 2024,,,,betterhomes,Betterhomes,,historical_import
3fe518d14715566a,2025-01-29,2025,1,T3,Tier 3,Press Reader,Record supply likely to ease Dubai rents in ’25,,,,betterhomes,Betterhomes,,historical_import
53c0cf99bd852319,2025-01-28,2025,1,T1-Local,Tier 1 Local,Arabian Business,"Dubai real estate: DLD opens freehold property conversion for Sheikh Zayed Road, Al Jaddaf – everything you need to know",,9500,250000,betterhomes,Betterhomes,,historical_import
721c399e5e66995e,2025-01-28,2025,1,T1-Local,Tier 1 Local,Khaleej Times,Dubai rent hikes to slow down in 2025 as property market set for record supply,,2200,500000,betterhomes,Betterhomes,,historical_import
ff299922d7ad3f8b,2025-01-28,2025,1,T3,Tier 3,MENAFN,Dubai Rent Hikes To Slow Down In 2025 As Property Market Set For Record Supply,,,,betterhomes,Betterhomes,,historical_import
d1a7d67813bb2c2a,2025-01-28,2025,1,T3,Tier 3,Press Reader,Tenants shifting to cheaper areas as commercial rental index looms,,,,betterhomes,Betterhomes,,historical_import
88bf503cf68a0094,2025-01-28,2025,1,T3,Tier 3,MENAFN,2024 Sees Supply Delays as Developers Set Sights on Record-Breaking 2025 Completions,,,,betterhomes,Betterhomes,,historical_import
84432ef4cb333b84,2025-01-27,2025,1,T1-Local,Tier 1 Local,Khaleej Times,"Dubai: Tenants move to cheaper areas, lock long-term leases before commercial rental index rollout",,2200,500000,CRC,Betterhomes/CRC,,historical_import
4d8c3e129e9508a7,2025-01-25,2025,1,T3,Tier 3,MENAFN,A 23% Rise in Tenant Demand at Betterhomes,,,,betterhomes,Betterhomes,,historical_import
52b0a736dadb19a7,2025-01-23,2025,1,T1-Local,Tier 1 Local,Arabian Business,"Dubai commercial property market records 24% jump in growth, rakes in $24.5bn in value in 2024",,9500,250000,CRC,Betterhomes/CRC,,historical_import
1e887fb688edfaf4,2025-01-23,2025,1,T3,Tier 3,mid east info,FY2024 Dubai Real Estate Market Highlights: A Year of Growth and Transition,,,,betterhomes,Betterhomes,,historical_import
aa83912dfa03e8bc,2025-01-23,2025,1,T3,Tier 3,MENAFN,FY2024 Dubai Real Estate Market Highlights: A Year Of Growth And Transition,,,,betterhomes,Betterhomes,,historical_import
b530345d27f5fe76,2025-01-21,2025,1,T1-Local,Tier 1 Local,Gulf News,Buying freehold property in Dubai: Your guide to securing full ownership,,1000,150000,betterhomes,Betterhomes,,historical_import
818cf1bc7f2903a8,2025-01-21,2025,1,T1-Local,Tier 1 Local,Arabian Business,"Dubai villa rent prices surge 52%, Palm Jumeirah sees biggest spike in 2024: Report",,9500,250000,betterhomes,Betterhomes,,historical_import
90ffde19cf12c49e,2025-01-17,2025,1,T3,Tier 3,MENAFN,"Price Surge May Moderate As Dubai Set To Add 72,000 Housing Units",,,,betterhomes,Betterhomes,,historical_import
118f730aa305d48f,2025-01-15,2025,1,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate sets record breaking transaction record with $115bn of sales in 2024; $65.5m villa and $74.8m apartment top charts,,9500,250000,betterhomes,Betterhomes,,historical_import
3ad976e355819198,2025-01-15,2025,1,T1-Local,Tier 1 Local,Khaleej Times,"Price surge may moderate as Dubai set to add 72,000 housing units",,2200,500000,betterhomes,Betterhomes,,historical_import
3afa19d767b0d06b,2025-01-15,2025,1,T2,Tier 2,Zawya,FY2024 Dubai real estate market highlights: A year of growth and transition,,1000,100000,betterhomes,Betterhomes,,historical_import
b3ff05971e756937,2025-01-13,2025,1,T3,Tier 3,Street Insider,Betterhomes Reveals Dubai as the World’s Premier Property Investment Destination,,,,betterhomes,Betterhomes,,historical_import
cbbe290a4b39d1c2,2025-01-13,2025,1,T3,Tier 3,Digital Journal,Betterhomes Reveals Dubai as the World’s Premier Property Investment Destination,,,,betterhomes,Betterhomes,,historical_import
ecdc555d992dec79,2025-01-11,2025,1,T3,Tier 3,Travel and Tour World,"Richard Waind Becomes CEO of Cencorp, While Louis Harding Takes Over as Betterhomes CEO to Drive Dubai Real Estate Growth",,,,Cencorp,Betterhomes/Cencorp,,historical_import
f064119b89bd1ffe,2025-01-11,2025,1,T3,Tier 3,Markets Insider,Betterhomes Reveals Dubai as the World’s Premier Property Investment Destination,,,,betterhomes,Betterhomes,,historical_import
a2ef000cae9a7549,2025-01-10,2025,1,T3,Tier 3,The Globe and Mail,Betterhomes Reveals Dubai as the World’s Premier Property Investment Destination,,,,betterhomes,Betterhomes,,historical_import
da499c9b9c190dda,2025-01-09,2025,1,T1-Local,Tier 1 Local,Construction Week,"Betterhomes CEO steps down, takes over as Cencorp boss",,3000,40000,Cencorp,Betterhomes/Cencorp,,historical_import
913622822cac6e8a,2025-01-09,2025,1,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate firm Betterhomes announces two major leadership changes,,9500,250000,Cencorp,Betterhomes/Cencorp,,historical_import
1356458d6e9d3032,2025-01-09,2025,1,T3,Tier 3,The Arabian Marketer,Betterhomes Has Announced Two Major Leadership Changes,,,,Cencorp,Betterhomes/Cencorp,,historical_import
1306e8beb6f76408,2025-01-09,2025,1,T2,Tier 2,Zawya,Betterhomes has announced two major leadership changes,,1000,100000,Cencorp,Betterhomes/Cencorp,,historical_import
1f4944416cc8565c,2025-01-05,2025,1,T3,Tier 3,MSN,Dubai's Burj Khalifa charges Rs 70061 per sq ft in annual rent; here's how much it costs to rent a 1-bedroom flat in world's tallest building,,,,betterhomes,Betterhomes,,historical_import
d8acd68136a4fc6d,2025-01-04,2025,1,T1-Local,Tier 1 Local,Khaleej Times,Burj Khalifa turns 15: How much it costs to rent a home at the world's tallest building in Dubai,,2200,500000,betterhomes,Betterhomes,,historical_import
bc662879734421bd,2025-01-01,2025,1,T2,Tier 2,AGBI,Burj Khalifa at 15: Ups and downs of the world's tallest skyscraper,,1000,30000,betterhomes,Betterhomes,,historical_import
686f554ccda1f33c,2024-12-30,2024,12,T2,Tier 2,Khaleej Times,Dubai: What key trends will drive the property market in 2025?,https://www.khaleejtimes.com/business/realty/dubai-what-key-trends-will-drive-the-property-market-in-2025,2200,500000,betterhomes,Betterhomes,,historical_import
f0dba54f04503662,2024-12-26,2024,12,T2,Tier 2,Economy Middle East,Dubai real estate market: 5 trends investors need to know in 2025,https://economymiddleeast.com/news/dubai-real-estate-market-5-trends-investors-need-to-know-in-2025/,,,betterhomes,Betterhomes,,historical_import
3a28d4a10d187df2,2024-12-22,2024,12,T2,Tier 2,Khaleej Times,"Dubai: High demand for 1, 2-bedroom apartments amid rising rents",https://www.khaleejtimes.com/business/realty/dubai-high-demand-for-12-bedroom-apartments-amid-rising-rents,2200,500000,betterhomes,Betterhomes,,historical_import
e41f7c91a06a45ed,2024-12-22,2024,12,T3,Tier 3,MSN,"Dubai: High demand for 1, 2-bedroom apartments amid rising rents",https://www.msn.com/en-ae/news/featured/dubai-high-demand-for-12-bedroom-apartments-amid-rising-rents/ar-AA1wj4Cf,,,betterhomes,Betterhomes,,historical_import
e3ae942a817808b8,2024-12-15,2024,12,T2,Tier 2,Khaleej Times,Rents in Dubai: Tenants in older buildings may be able to negotiate rentals with landlords,https://www.khaleejtimes.com/business/realty/rents-in-dubai-tenants-in-older-buildings-may-be-able-to-negotiate-rentals-with-landlords,2200,500000,betterhomes,Betterhomes,,historical_import
166d2eb6afb062d6,2024-12-10,2024,12,T2,Tier 2,Arabian Business,Dubai REITs take off as investors seek lower cost entry to emirate’s booming property market: Experts,https://www.arabianbusiness.com/industries/real-estate/dubai-reits-take-off-as-investors-seek-lower-cost-entry-to-emirates-booming-property-market-experts?utm_medium=email&utm_medium=email&utm_campaign=Dubai%20REITs%20take%20off%20Major%20UAE%20VAT%20rule%20changes%20NEOM%20invests%20in%20construction%20robots%20091803%20AM&utm_content=Dubai%20REITs%20take%20off%20Major%20UAE%20VAT%20rule%20changes%20NEOM%20invests%20in%20construction%20robots%20091803%20AM+CID_97a2c878e27541f582c03fa94aae1823&utm_source=Newsletters&utm_term=Dubai%20REITs%20take%20off%20as%20investors%20seek%20lower%20cost%20entry%20to%20emirates%20booming%20property%20market%20Experts,9500,250000,betterhomes,Betterhomes,,historical_import
a27515623eaec10a,2024-12-09,2024,12,T3,Tier 3,Press Reader,Which areas in Dubai will see the most hike in rentals?,https://www.pressreader.com/uae/khaleej-times/20241209/281689735393222,,,betterhomes,Betterhomes,,historical_import
43439345bf823707,2024-12-09,2024,12,T2,Tier 2,Khaleej Times,Dubai emerges as the global real estate standout against London and New York,https://www.khaleejtimes.com/business/dubai-emerges-as-the-global-real-estate-standout-against-london-and-new-york,2200,500000,betterhomes,Betterhomes,,historical_import
d6835d1605ccf60f,2024-12-09,2024,12,T2,Tier 2,Khaleej Times,Dubai rents to increase in 2025: Which areas will see a hike in rentals?,https://www.khaleejtimes.com/business/realty/dubai-rents-to-increase-in-2025-which-areas-will-see-a-hike-in-rentals,2200,500000,betterhomes,Betterhomes,,historical_import
f37540188856d387,2024-12-07,2024,12,T2,Tier 2,dxboffplan.com,Dubai Real Estate Investment Outperforms London and New York,"https://dxboffplan.com/the-real-estate-market-in-dubai-outperforms-that-of-london-and-new-york-with-superior-investment-yields-of-7-and-double-digit-price-increases/#:~:text=Investing%20in%20real%20estate%20in,attracts%20both%20homebuyers%20and%20speculators",,,betterhomes,Betterhomes,,historical_import
ba535586c305fd4a,2024-12-07,2024,12,T3,Tier 3,propertynews.ae,The real estate market in Dubai outperforms that of London and New York with superior investment yields of 7% and double-digit price increases,https://www.propertynews.ae/uae/the-real-estate-market-in-dubai-outperforms-that-of-london-and-new-york-with-superior-investment-yields-of-7-and-double-digit-price-increases/,,,betterhomes,Betterhomes,,historical_import
0281ee7fb1ed891b,2024-12-04,2024,12,T2,Tier 2,AGBI,Aldar acquires unfinished commercial tower in DIFC,https://www.agbi.com/real-estate/2024/12/aldar-dubai-unfinished-commercial-tower-difc-626m/,1000,30000,CRC,Betterhomes & CRC,,historical_import
02cd8fd605d48d48,2024-12-02,2024,12,T3,Tier 3,Press Reader,Dubai’s ultra-luxury real estate market to continue its record pace of growth,https://www.pressreader.com/uae/khaleej-times/20241202/281509346752171,,,betterhomes,Betterhomes,,historical_import
046ec66269096c24,2024-12-02,2024,12,T2,Tier 2,Khaleej Times,Dubai’s ultra-luxury real estate market to continue its record pace of growth,https://www.khaleejtimes.com/business/realty/dubais-ultra-luxury-real-estate-market-to-continue-its-record-pace-of-growth,2200,500000,betterhomes,Betterhomes,,historical_import
1bfdcf47874a2005,2024-11-28,2024,11,T2,Tier 2,Arabian Business,Dubai real estate outperforms London and New York with superior 7% investment yields and double-digit price increases,https://www.arabianbusiness.com/industries/real-estate/dubai-real-estate-outperforms-london-and-new-york-with-superior-7-investment-yields-and-double-digit-price-increases?utm_medium=email&utm_medium=email&utm_campaign=RTA%20announces%20new%20Salik%20and%20parking%20fees%20Dubai%20real%20estate%20investment%20success%20UAE%20scam%20report%20Free%20du%20data%20051004%20AM&utm_content=RTA%20announces%20new%20Salik%20and%20parking%20fees%20Dubai%20real%20estate%20investment%20success%20UAE%20scam%20report%20Free%20du%20data%20051004%20AM+CID_d723c948698359f5a01bb9f0d3042dcc&utm_source=Newsletters&utm_term=Dubai%20real%20estate%20outperforms%20London%20and%20New%20York%20with%20superior%207%20investment%20yields%20and%20double-digit%20price%20increases,9500,250000,betterhomes,Betterhomes,,historical_import
c6eaedaf48939a63,2024-11-22,2024,11,T2,Tier 2,Arabian Business,Dubai real estate: Al Jaddaf emerges as property investment hotspot – should you invest now? Experts weigh in,https://www.arabianbusiness.com/industries/real-estate/dubai-real-estate-al-jaddaf-emerges-as-property-investment-hotspot-should-you-invest-now-experts-weigh-in,9500,250000,betterhomes,Betterhomes,,historical_import
5814272c2cb17bc3,2024-11-17,2024,11,T2,Tier 2,Khaleej Times,Dubai rentals data shows demand continuing to stay strong,https://www.khaleejtimes.com/business/dubai-rentals-data-shows-demand-continuing-to-stay-strong,2200,500000,betterhomes,Betterhomes,,historical_import
3ad2ffc6ef5691eb,2024-11-17,2024,11,T3,Tier 3,MSN,Dubai rentals data shows demand continuing to stay strong,https://www.msn.com/en-ae/money/news/dubai-rentals-data-shows-demand-continuing-to-stay-strong/ar-AA1ueoYF?ocid=finance-verthp-feeds,,,betterhomes,Betterhomes,,historical_import
e44aa9021d5100a1,2024-11-17,2024,11,T3,Tier 3,World Arabia,Dubai's Rental and Sales Market Dynamics in October,https://world-arabia.com/articles/dubai-s-rental-and-sales-market-dynamics-in-october/,,,betterhomes,Betterhomes,,historical_import
99db205f2a0b82cd,2024-11-13,2024,11,T3,Tier 3,Open PR,Dubai Real Estate Market Roundup: October 2024,https://www.openpr.com/news/3731886/dubai-real-estate-market-roundup-october-2024,,,betterhomes,Betterhomes,,historical_import
5dc105c0f54d950b,2024-11-11,2024,11,T2,Tier 2,Khaleej Times,Dubai: New property project launches continue as more residents look to own homes,https://www.khaleejtimes.com/business/realty/dubai-new-property-project-launches-continue-as-more-residents-look-to-own-homes,2200,500000,betterhomes,Betterhomes,,historical_import
54dd4fea7beff1d0,2024-11-09,2024,11,T3,Tier 3,Jobx News,"Dubai Property Owners vs Tenants: Income Gap Hits Dh13,000 in 2024",https://blog.jobxdubai.com/2024/11/09/dubai-property-owners-vs-tenants-income-gap-hits-dh13000-in-2024/,,,betterhomes,Betterhomes,,historical_import
51727db69d0ef0af,2024-11-08,2024,11,T2,Tier 2,AGBI,Buoyant property market puts billions in Dubai’s coffers,https://www.agbi.com/analysis/tax/2024/11/property-market-dubai-government-fees/,1000,30000,betterhomes,Betterhomes,,historical_import
cb2e2723d1ec56ff,2024-11-07,2024,11,T2,Tier 2,Construction Week,Pantheon Development launches $272M mixed-use project in booming RAK,https://www.constructionweekonline.com/news/pantheon-development-launches-272m-mixed-use-project-in-booming-rak,3000,40000,betterhomes,Betterhomes,,historical_import
961ee125b6b3e2cb,2024-11-07,2024,11,T2,Tier 2,Zawya,Dubai's Pantheon Development unveils ‘One Central’ project in Ras Al Khaimah,https://www.zawya.com/en/projects/construction/dubais-pantheon-development-unveils-one-central-project-in-ras-al-khaimah-yf8x8dcp,1000,100000,betterhomes,Betterhomes,,historical_import
45f09b0cb11eb36e,2024-11-07,2024,11,T2,Tier 2,Arabian Business,Dubai’s Pantheon Development set to unveil AED 1bn project in RAK,https://www.arabianbusiness.com/industries/real-estate/dubais-pantheon-development-set-to-unveil-aed-1bn-project-in-rak,9500,250000,betterhomes,Betterhomes,,historical_import
87b65a5ab08bc960,2024-11-07,2024,11,T3,Tier 3,Trade Arabia,Construction & Real Estate - Pantheon unveils $272m mixed-use project in Ras Al Khaimah,https://tradearabia.com/touch/article/CONS/428135,,,betterhomes,Betterhomes,,historical_import
4726146fd167551d,2024-11-01,2024,11,T3,Tier 3,Prop News Time,Dubai Homes Shrink To Decade Low Sizes As Developers Focus On Affordability And Sustainability,https://www.propnewstime.com/getdetailsStories/MTE1Nzg=/dubai-homes-shrink-to-decade-low-sizes-as-developers-focus-on-affordability-and-sustainability,,,betterhomes,Betterhomes,,historical_import
0765a245a7b4fede,2024-10-29,2024,10,T2,Tier 2,Construction Week,Dubai’s real estate debate: Waterfront vs city view properties,https://www.constructionweekonline.com/business/insights/dubais-real-estate-debate-waterfront-vs-city-view-properties,3000,40000,betterhomes,Betterhomes,,historical_import
4959cd97911e7fde,2024-10-29,2024,10,T2,Tier 2,Arabian Business,Dubai waterfront vs city view properties: Which is a better investment? Experts weigh in,https://www.arabianbusiness.com/industries/real-estate/dubai-waterfront-vs-city-view-properties-which-is-a-better-investment-experts-weigh-in,9500,250000,betterhomes,Betterhomes,,historical_import
e4b6dded8f261ef1,2024-10-28,2024,10,T3,Tier 3,Financial Express,Dubai Dreams: Why Indian Buyers are Turning to Dubai’s Real Estate Market this Festive Season,https://www.financialexpress.com/business/industry-dubai-dreams-why-indian-buyers-are-turning-to-dubais-real-estate-market-this-festive-season-3651183/,,,betterhomes,Betterhomes,,historical_import
71bd4d33b16d6d28,2024-10-23,2024,10,T2,Tier 2,AGBI,UAE warehousing attracts new institutional investors,https://www.agbi.com/analysis/construction/2024/10/uae-warehousing-attracts-new-institutional-investors/,1000,30000,CRC,Betterhomes / CRC,,historical_import
b0e13548d79acb6b,2024-10-21,2024,10,T3,Tier 3,Realty Plus,Dubai's New Homes Are Shrinking,https://www.rprealtyplus.com/international/dubais-new-homes-are-shrinking-117232.html,,,betterhomes,Betterhomes,,historical_import
9884d93b38617a01,2024-10-20,2024,10,T3,Tier 3,The National News,Dubai’s new homes are getting smaller – that's both bad and good,https://www.thenationalnews.com/business/property/2024/10/20/dubais-new-homes-are-getting-smaller-thats-both-bad-and-good/,,,betterhomes,Betterhomes,,historical_import
742931127f4e1534,2024-10-18,2024,10,T2,Tier 2,Khaleej Times,UAE interest rates drop: More Dubai property buyers opt for mortgage over cash,https://www.khaleejtimes.com/business/realty/uae-interest-rates-drop-more-dubai-property-buyers-opt-for-mortgage-over-cash?_refresh=true,2200,500000,betterhomes,Betterhomes,,historical_import
a72c81b5d2922efd,2024-10-17,2024,10,T3,Tier 3,Bazaar Times,Dubai’s Jumeira Bay Homes Set New Record with Annual Rental of $4.2 Million and High-Value Sales,https://bazaartimes.com/dubais-jumeira-bay-homes-set-new-record-with-annual-rental-of-4-2-million-and-high-value-sales/,,,betterhomes,Betterhomes,,historical_import
d7f958a3e3207fc8,2024-10-17,2024,10,T3,Tier 3,MSN,Dubai villa rented out for Dh15.5 million a year in emirate's largest leasing deal - MSN,https://www.msn.com/en-ae/news/featured/dubai-villa-rented-out-for-dh155-million-a-year-in-emirates-largest-leasing-deal/ar-AA1smMdm,,,betterhomes,Betterhomes,,historical_import
bca7206c134cef87,2024-10-17,2024,10,T2,Tier 2,Khaleej Times,UAE interest rates drop: More Dubai property buyers opt for mortgage over cash,https://www.khaleejtimes.com/business/realty/uae-interest-rates-drop-more-dubai-property-buyers-opt-for-mortgage-over-cash,2200,500000,betterhomes,Betterhomes,,historical_import
75c70454e0054d07,2024-10-16,2024,10,T2,Tier 2,Bizpreneur Middle East,Prime by Betterhomes closes Dubai’s biggest leasing deal on Jumeirah Bay Island,https://www.bizpreneurme.com/prime-by-betterhomes-closes-dubais-biggest-leasing-deal-on-jumeirah-bay-island/,,,betterhomes,Betterhomes,,historical_import
b57af11d14bc3561,2024-10-16,2024,10,T2,Tier 2,Arabian Business,Dubai villa sets record with $4.2m a year rent,https://www.arabianbusiness.com/industries/real-estate/dubai-villa-sets-record-with-4-2m-a-year-rent,9500,250000,betterhomes,Betterhomes,,historical_import
665be42b640277d3,2024-10-16,2024,10,T2,Tier 2,Construction Week,Dubai’s Jumeirah Bay Island sets new real estate record: Mansion leased for $4.2M,https://property.constructionweekonline.com/dubais-jumeirah-bay-island-sets-new-real-estate-record-mansion-leased-for-4-2m/,3000,40000,betterhomes,Betterhomes,,historical_import
4aba1740b763ffb5,2024-10-16,2024,10,T2,Tier 2,Gulf News,"Dubai's Jumeira Bay homes set new record, including one for Dh15.5m annual rent",https://gulfnews.com/business/property/dubais-jumeira-bay-homes-set-new-record-including-one-for-dh155m-annual-rent-1.1729063442852,1000,150000,betterhomes,Betterhomes,,historical_import
447265b524d4059a,2024-10-15,2024,10,T2,Tier 2,Arabian Business,Dubai real estate demand expected to spike as renters look to buy: Report,https://www.arabianbusiness.com/industries/real-estate/dubai-real-estate-demand-expected-to-spike-as-renters-look-to-buy-report,9500,250000,betterhomes,Betterhomes,,historical_import
b88f153f68f0eb14,2024-10-15,2024,10,T2,Tier 2,Khaleej Times,Largest-ever leasing deal in Dubai property successfully closed,https://www.khaleejtimes.com/business/realty/largest-ever-leasing-deal-in-dubai-property-successfully-closed,2200,500000,betterhomes,Betterhomes,,historical_import
843df36858ed817c,2024-10-15,2024,10,T2,Tier 2,Zawya,PRESSR: Prime by Betterhomes closes Dubai’s biggest leasing deal on Jumeirah Bay Island,"https://in.tradingview.com/news/reuters.com,2024-10-15:newsml_Zaw8MtRMC:0-pressr-prime-by-betterhomes-closes-dubai-s-biggest-leasing-deal-on-jumeirah-bay-island/",1000,100000,betterhomes,Betterhomes,,historical_import
acff339e3b8f9459,2024-10-15,2024,10,T1-Global,Tier 1,Mansion Global,Jumeirah Bay Island Mansion Sets Rental Record in Dubai,https://www.mansionglobal.com/articles/jumeirah-bay-island-mansion-sets-rental-record-in-dubai-fc725df3,10000,1500000,betterhomes,Betterhomes,,historical_import
ac71a80c7cb2c47e,2024-10-15,2024,10,T2,Tier 2,Khaleej Times,Dubai villa rented out for Dh15.5 million a year in emirate's largest leasing deal,https://www.khaleejtimes.com/business/realty/largest-ever-leasing-deal-in-dubai-property-successfully-closed,2200,500000,betterhomes,Betterhomes,,historical_import
